년	월	일	시	분	규모	위도	경도
2017	10	13	1	41	2.7 	41.39 	129.03 
2017	10	8	12	18	2.8 	34.84 	127.25 
2017	10	4	12	10	2.1 	36.16 	127.13 
2017	10	4	2	11	2.4 	35.56 	129.88 
2017	9	30	15	34	2.5 	33.42 	127.15 
2017	9	23	17	29	3.2 	41.35 	129.06 
2017	9	23	13	43	2.6 	41.35 	129.06 
2017	9	16	1	34	2.2 	34.25 	127.13 
2017	9	11	17	25	3.2 	35.29 	124.16 
2017	9	7	14	58	2.9 	37.60 	125.34 
2017	9	1	5	57	2.1 	36.42 	127.21 
2017	8	29	22	6	2.4 	35.31 	125.36 
2017	8	21	1	30	2.1 	38.82 	126.13 
2017	8	16	0	35	2.5 	38.73 	125.69 
2017	8	15	21	32	2.6 	38.73 	125.67 
2017	8	9	13	53	2.7 	33.87 	125.52 
2017	8	7	20	53	2.6 	38.70 	125.63 
2017	7	20	14	38	2.0 	37.39 	129.54 
2017	7	19	10	23	2.1 	33.80 	126.10 
2017	7	18	10	31	2.7 	37.69 	126.19 
2017	7	9	3	43	2.6 	33.51 	125.73 
2017	7	8	23	45	2.8 	40.59 	127.02 
2017	7	6	6	0	2.4 	36.00 	127.94 
2017	7	5	19	17	2.5 	35.99 	127.97 
2017	6	28	13	0	2.7 	40.00 	125.81 
2017	6	27	20	17	2.0 	35.77 	129.20 
2017	6	20	11	2	2.0 	35.85 	129.08 
2017	6	17	14	30	2.3 	33.38 	127.21 
2017	6	15	16	56	2.4 	36.54 	125.07 
2017	6	14	2	43	2.2 	38.34 	126.14 
2017	6	13	8	1	2.1 	35.74 	129.18 
2017	6	11	20	31	2.5 	35.77 	129.17 
2017	6	11	18	16	2.0 	37.28 	129.21 
2017	6	4	5	16	2.1 	36.83 	128.10 
2017	5	28	15	47	2.7 	35.67 	129.56 
2017	5	25	11	20	3.0 	36.96 	124.40 
2017	5	20	22	29	2.9 	37.73 	129.62 
2017	5	20	16	29	2.0 	35.92 	128.27 
2017	5	16	23	29	2.2 	36.60 	128.92 
2017	5	16	20	6	2.1 	36.85 	124.55 
2017	5	13	18	37	2.8 	36.61 	129.44 
2017	5	10	22	31	2.1 	36.61 	129.45 
2017	5	10	14	6	2.5 	35.88 	126.19 
2017	5	5	23	16	3.0 	35.32 	127.43 
2017	5	5	0	2	2.0 	36.73 	128.10 
2017	5	4	21	46	2.4 	36.74 	128.10 
2017	5	4	1	8	2.6 	36.61 	129.44 
2017	4	28	11	19	2.1 	36.60 	128.81 
2017	4	28	5	54	2.9 	33.33 	127.85 
2017	4	20	16	0	3.2 	33.77 	127.28 
2017	4	18	17	36	2.1 	35.50 	128.88 
2017	4	18	1	17	2.0 	35.76 	129.18 
2017	4	16	21	39	2.2 	36.70 	125.18 
2017	4	15	17	16	2.0 	36.11 	129.37 
2017	4	15	11	31	3.1 	36.11 	129.36 
2017	4	15	5	41	2.2 	35.76 	129.18 
2017	4	10	4	2	2.3 	35.16 	128.77 
2017	4	9	14	12	2.4 	38.99 	126.20 
2017	4	9	1	45	2.1 	35.76 	129.20 
2017	4	8	23	13	2.1 	38.75 	125.63 
2017	4	8	18	20	2.7 	35.76 	129.18 
2017	4	7	0	4	2.0 	35.97 	127.80 
2017	4	4	23	25	2.2 	35.67 	130.00 
2017	4	1	16	4	2.2 	35.78 	129.20 
2017	3	31	13	53	2.5 	35.79 	129.19 
2017	3	31	13	46	3.3 	35.78 	129.20 
2017	3	30	21	49	2.0 	35.76 	129.19 
2017	3	28	15	45	2.0 	35.79 	129.20 
2017	3	28	0	48	2.2 	37.17 	125.48 
2017	3	27	9	28	2.0 	35.21 	126.95 
2017	3	21	23	19	2.4 	38.52 	126.03 
2017	3	19	3	1	2.9 	33.32 	127.18 
2017	3	15	23	56	2.4 	37.73 	129.69 
2017	3	14	5	41	2.1 	34.64 	127.78 
2017	3	9	2	24	2.0 	35.82 	129.78 
2017	3	7	6	53	2.6 	37.75 	129.71 
2017	3	7	3	48	2.2 	36.30 	128.23 
2017	3	6	6	21	2.0 	35.75 	126.10 
2017	3	5	19	19	2.1 	37.77 	129.70 
2017	3	5	15	9	2.1 	37.72 	129.59 
2017	3	5	9	28	2.4 	37.74 	129.69 
2017	3	5	9	18	3.2 	37.75 	129.66 
2017	3	5	7	52	2.4 	35.75 	129.17 
2017	3	4	6	33	2.3 	35.99 	127.95 
2017	2	25	6	59	2.4 	35.74 	129.18 
2017	2	25	6	58	2.2 	35.74 	129.17 
2017	2	24	12	29	2.5 	38.89 	126.09 
2017	2	24	11	34	2.3 	36.38 	127.79 
2017	2	23	21	3	3.1 	37.40 	124.89 
2017	2	22	13	8	2.1 	35.77 	129.18 
2017	2	21	3	21	2.1 	35.76 	129.20 
2017	2	18	20	58	2.4 	35.23 	126.94 
2017	2	18	16	53	2.0 	33.23 	126.18 
2017	2	16	18	20	2.3 	35.64 	128.09 
2017	2	16	2	34	2.9 	35.78 	129.20 
2017	2	12	9	22	2.3 	35.69 	129.58 
2017	2	10	18	1	2.6 	38.54 	125.84 
2017	2	10	5	22	2.2 	35.65 	129.57 
2017	2	5	20	6	2.6 	39.61 	127.64 
2017	2	5	19	7	2.5 	33.61 	126.73 
2017	1	29	13	45	2.6 	38.70 	127.16 
2017	1	26	22	53	2.0 	33.54 	126.87 
2017	1	24	4	7	2.6 	35.77 	129.17 
2017	1	21	3	27	2.6 	35.75 	129.18 
2017	1	18	12	49	2.5 	35.02 	125.06 
2017	1	17	16	6	2.8 	38.71 	125.86 
2017	1	16	19	54	2.1 	36.33 	126.59 
2017	1	16	6	57	2.7 	33.64 	127.51 
2017	1	14	11	52	2.2 	35.17 	127.79 
2017	1	11	0	10	2.1 	36.44 	128.42 
2017	1	7	6	37	2.4 	38.69 	125.73 
2017	1	6	5	33	2.2 	35.75 	129.18 
2017	1	6	5	31	3.3 	35.75 	129.17 
2017	1	4	5	0	2.5 	36.58 	129.24 
2016	12	31	8	1	2.6 	39.31 	126.27 
2016	12	30	15	4	2.5 	38.64 	125.76 
2016	12	29	21	32	2.3 	36.12 	129.36 
2016	12	29	5	53	2.6 	38.71 	125.76 
2016	12	25	6	29	2.5 	35.78 	129.31 
2016	12	25	1	59	2.4 	35.25 	129.39 
2016	12	23	5	31	2.2 	36.12 	129.36 
2016	12	22	21	13	2.2 	34.45 	128.54 
2016	12	15	17	14	2.1 	35.76 	129.19 
2016	12	14	17	20	3.3 	35.76 	129.17 
2016	12	14	10	5	2.1 	36.54 	128.08 
2016	12	12	17	53	3.3 	35.76 	129.18 
2016	12	12	4	46	2.2 	35.76 	129.18 
2016	12	11	16	5	2.5 	36.07 	125.59 
2016	12	10	15	51	2.0 	37.63 	129.68 
2016	12	10	0	51	2.1 	35.77 	129.17 
2016	12	9	11	30	2.4 	35.69 	129.36 
2016	12	7	22	34	2.4 	37.18 	125.48 
2016	12	5	7	42	2.1 	35.81 	129.72 
2016	12	5	0	47	2.1 	35.77 	129.18 
2016	12	2	4	45	2.1 	35.76 	129.19 
2016	11	29	10	9	2.9 	33.40 	125.72 
2016	11	28	23	33	2.2 	38.49 	126.14 
2016	11	28	20	57	2.4 	35.77 	129.19 
2016	11	27	20	8	2.2 	36.02 	127.39 
2016	11	27	6	53	2.5 	36.34 	127.33 
2016	11	25	18	53	2.3 	35.75 	129.17 
2016	11	19	3	29	2.1 	35.76 	129.19 
2016	11	18	2	2	2.0 	35.51 	128.09 
2016	11	16	23	15	2.1 	34.86 	125.08 
2016	11	15	16	27	2.0 	35.76 	129.19 
2016	11	15	12	22	2.5 	38.35 	128.09 
2016	11	13	21	52	3.5 	36.36 	126.63 
2016	11	13	2	27	2.3 	38.76 	125.66 
2016	11	10	22	37	2.5 	36.46 	129.89 
2016	11	9	20	55	2.3 	36.55 	129.60 
2016	11	6	6	26	3.5 	33.76 	125.07 
2016	11	3	23	35	2.6 	35.32 	128.49 
2016	11	3	10	36	2.3 	35.76 	129.19 
2016	11	3	10	2	2.3 	35.76 	129.19 
2016	11	3	3	46	2.1 	35.75 	129.18 
2016	11	2	3	1	2.4 	33.52 	126.88 
2016	10	25	19	57	2.4 	35.70 	129.37 
2016	10	25	3	23	2.0 	35.76 	129.19 
2016	10	24	9	2	2.3 	37.25 	127.02 
2016	10	23	3	0	2.7 	35.78 	129.20 
2016	10	21	12	47	2.6 	35.75 	129.17 
2016	10	21	10	13	2.0 	35.46 	126.87 
2016	10	20	12	17	2.4 	35.76 	129.19 
2016	10	15	23	49	2.2 	35.76 	129.17 
2016	10	15	18	55	2.5 	35.74 	129.18 
2016	10	14	8	20	2.3 	35.76 	129.19 
2016	10	12	0	29	2.9 	35.76 	129.18 
2016	10	10	22	59	3.3 	35.75 	129.18 
2016	10	9	14	3	2.2 	35.08 	126.93 
2016	10	7	17	17	2.2 	35.77 	129.23 
2016	10	5	23	29	2.3 	38.76 	125.62 
2016	10	5	21	16	2.4 	33.81 	127.28 
2016	10	4	15	16	2.6 	35.76 	129.19 
2016	10	2	20	53	3.0 	35.75 	129.19 
2016	10	1	17	0	2.3 	35.76 	129.18 
2016	10	1	13	4	2.0 	35.76 	129.18 
2016	9	30	21	52	2.2 	35.75 	129.18 
2016	9	30	18	6	2.3 	35.76 	129.16 
2016	9	30	16	24	2.0 	35.77 	129.16 
2016	9	30	11	9	2.1 	35.76 	129.18 
2016	9	28	21	10	2.7 	35.77 	129.17 
2016	9	28	19	0	2.9 	38.74 	125.69 
2016	9	28	18	54	2.8 	38.74 	125.69 
2016	9	28	16	34	3.1 	35.76 	129.18 
2016	9	24	19	56	2.5 	35.79 	129.19 
2016	9	23	18	21	2.1 	35.76 	129.18 
2016	9	22	3	22	2.1 	35.76 	129.18 
2016	9	22	0	1	2.3 	35.76 	129.18 
2016	9	21	11	53	3.5 	35.75 	129.18 
2016	9	21	11	36	2.2 	35.78 	129.15 
2016	9	21	3	36	2.9 	35.77 	129.18 
2016	9	21	0	59	2.1 	35.76 	129.18 
2016	9	20	20	3	2.1 	35.77 	129.19 
2016	9	20	15	5	2.1 	38.39 	128.09 
2016	9	20	9	58	2.4 	35.76 	129.20 
2016	9	19	21	0	2.1 	35.75 	129.17 
2016	9	19	20	33	4.5 	35.74 	129.18 
2016	9	19	9	17	2.1 	35.76 	129.17 
2016	9	18	22	38	2.0 	35.75 	129.18 
2016	9	18	16	27	2.4 	35.76 	129.17 
2016	9	17	16	21	2.1 	35.76 	129.18 
2016	9	17	7	12	2.1 	35.76 	129.18 
2016	9	16	21	14	2.2 	35.76 	129.18 
2016	9	16	19	54	2.1 	35.74 	129.17 
2016	9	16	19	15	2.0 	35.76 	129.18 
2016	9	16	18	58	2.0 	35.75 	129.18 
2016	9	16	15	13	2.3 	35.76 	129.17 
2016	9	16	5	31	2.2 	35.78 	129.19 
2016	9	15	20	48	2.6 	35.76 	129.19 
2016	9	15	19	47	2.2 	35.77 	129.19 
2016	9	15	3	22	2.8 	35.76 	129.18 
2016	9	15	2	1	2.1 	35.78 	129.21 
2016	9	14	22	31	2.4 	35.76 	129.17 
2016	9	14	17	27	2.3 	35.77 	129.17 
2016	9	14	16	47	2.1 	35.77 	129.18 
2016	9	14	12	38	2.2 	35.78 	129.19 
2016	9	14	11	57	2.4 	33.93 	126.62 
2016	9	14	4	43	2.1 	35.77 	129.17 
2016	9	14	3	55	2.4 	35.76 	129.18 
2016	9	14	1	37	2.1 	35.77 	129.18 
2016	9	14	0	48	3.0 	35.75 	129.18 
2016	9	13	23	8	2.3 	35.73 	129.36 
2016	9	13	21	49	2.1 	35.76 	129.17 
2016	9	13	18	54	2.1 	35.76 	129.18 
2016	9	13	17	15	2.0 	35.77 	129.18 
2016	9	13	16	52	2.5 	35.75 	129.18 
2016	9	13	16	21	2.0 	35.75 	129.17 
2016	9	13	16	2	2.5 	35.76 	129.20 
2016	9	13	14	41	2.1 	35.76 	129.17 
2016	9	13	14	31	3.0 	35.76 	129.18 
2016	9	13	13	40	2.0 	35.76 	129.18 
2016	9	13	13	18	2.1 	35.77 	129.17 
2016	9	13	13	16	2.4 	35.77 	129.17 
2016	9	13	13	9	2.3 	35.77 	129.17 
2016	9	13	12	33	2.0 	35.76 	129.16 
2016	9	13	12	27	2.2 	35.78 	129.19 
2016	9	13	10	58	2.0 	35.76 	129.18 
2016	9	13	10	44	2.2 	35.76 	129.18 
2016	9	13	10	25	2.0 	35.76 	129.19 
2016	9	13	10	5	2.0 	35.76 	129.18 
2016	9	13	10	1	2.3 	35.78 	129.19 
2016	9	13	9	23	2.3 	35.76 	129.18 
2016	9	13	8	47	2.3 	35.76 	129.17 
2016	9	13	8	24	3.3 	35.76 	129.17 
2016	9	13	7	47	2.4 	35.77 	129.18 
2016	9	13	7	3	2.1 	35.77 	129.19 
2016	9	13	6	48	2.0 	35.78 	129.18 
2016	9	13	6	15	2.3 	35.77 	129.18 
2016	9	13	5	15	2.0 	35.77 	129.18 
2016	9	13	4	56	2.0 	35.77 	129.19 
2016	9	13	4	41	2.1 	35.76 	129.17 
2016	9	13	4	13	2.1 	35.78 	129.19 
2016	9	13	3	11	2.1 	35.75 	129.17 
2016	9	13	2	9	2.0 	35.75 	129.18 
2016	9	13	2	3	2.2 	35.78 	129.19 
2016	9	13	2	3	2.1 	35.76 	129.17 
2016	9	13	1	58	2.5 	35.77 	129.18 
2016	9	13	1	37	2.2 	35.77 	129.18 
2016	9	13	1	35	2.3 	35.75 	129.17 
2016	9	13	1	31	2.0 	35.77 	129.18 
2016	9	13	1	23	2.2 	35.75 	129.19 
2016	9	13	1	3	2.0 	35.77 	129.17 
2016	9	13	0	45	2.2 	35.76 	129.18 
2016	9	13	0	37	3.3 	35.78 	129.20 
2016	9	13	0	32	2.1 	35.76 	129.19 
2016	9	13	0	21	2.5 	35.76 	129.19 
2016	9	13	0	15	2.0 	35.76 	129.18 
2016	9	13	0	10	2.0 	35.76 	129.18 
2016	9	13	0	7	2.2 	35.76 	129.19 
2016	9	12	23	53	2.2 	35.77 	129.19 
2016	9	12	23	52	3.1 	35.75 	129.18 
2016	9	12	23	18	3.0 	35.76 	129.17 
2016	9	12	22	47	2.1 	35.77 	129.19 
2016	9	12	22	23	2.4 	35.77 	129.18 
2016	9	12	22	22	2.2 	35.76 	129.18 
2016	9	12	22	18	2.0 	35.77 	129.18 
2016	9	12	22	17	2.5 	35.76 	129.18 
2016	9	12	22	13	2.4 	35.76 	129.19 
2016	9	12	22	8	2.0 	35.76 	129.18 
2016	9	12	22	6	2.1 	35.77 	129.19 
2016	9	12	21	54	2.2 	35.76 	129.16 
2016	9	12	21	38	2.6 	35.76 	129.19 
2016	9	12	21	33	2.3 	35.76 	129.02 
2016	9	12	21	20	2.8 	35.78 	129.18 
2016	9	12	21	16	2.1 	35.76 	129.18 
2016	9	12	21	9	2.2 	35.77 	129.19 
2016	9	12	21	7	2.0 	35.77 	129.19 
2016	9	12	21	0	2.5 	35.77 	129.18 
2016	9	12	20	58	2.1 	35.77 	129.17 
2016	9	12	20	55	2.0 	35.76 	129.18 
2016	9	12	20	51	2.6 	35.75 	129.16 
2016	9	12	20	47	2.9 	35.76 	129.19 
2016	9	12	20	47	2.2 	35.81 	129.23 
2016	9	12	20	46	2.4 	35.76 	129.17 
2016	9	12	20	45	2.7 	35.78 	129.20 
2016	9	12	20	45	2.3 	35.76 	129.17 
2016	9	12	20	44	2.5 	35.76 	129.18 
2016	9	12	20	43	2.4 	35.76 	129.19 
2016	9	12	20	42	2.5 	35.79 	129.20 
2016	9	12	20	41	2.1 	35.62 	129.12 
2016	9	12	20	41	2.9 	35.58 	129.09 
2016	9	12	20	40	3.0 	35.76 	129.18 
2016	9	12	20	39	2.6 	35.79 	129.20 
2016	9	12	20	39	3.0 	35.77 	129.19 
2016	9	12	20	38	3.0 	35.78 	129.20 
2016	9	12	20	38	2.8 	35.74 	129.18 
2016	9	12	20	38	2.7 	35.76 	129.19 
2016	9	12	20	37	2.6 	35.61 	129.11 
2016	9	12	20	36	3.2 	35.77 	129.19 
2016	9	12	20	36	3.4 	35.75 	129.18 
2016	9	12	20	34	4.3 	35.75 	129.19 
2016	9	12	20	32	5.8 	35.76 	129.19 
2016	9	12	20	26	2.5 	35.77 	129.20 
2016	9	12	20	17	2.3 	35.76 	129.19 
2016	9	12	20	10	3.1 	35.77 	129.18 
2016	9	12	20	8	2.7 	35.76 	129.18 
2016	9	12	20	7	2.6 	35.76 	129.19 
2016	9	12	20	4	2.5 	35.77 	129.18 
2016	9	12	20	0	2.4 	35.78 	129.16 
2016	9	12	19	55	2.4 	35.76 	129.18 
2016	9	12	19	54	2.0 	35.77 	129.19 
2016	9	12	19	53	2.1 	35.77 	129.19 
2016	9	12	19	52	2.0 	35.75 	129.19 
2016	9	12	19	51	2.1 	35.77 	129.20 
2016	9	12	19	50	2.2 	35.77 	129.18 
2016	9	12	19	48	3.1 	35.77 	129.19 
2016	9	12	19	44	5.1 	35.77 	129.19 
2016	8	30	0	39	2.6 	35.55 	128.03 
2016	8	28	23	27	2.3 	35.64 	127.47 
2016	8	28	21	27	2.4 	38.65 	127.16 
2016	8	20	18	54	2.6 	33.49 	127.30 
2016	8	20	12	18	3.0 	38.38 	128.09 
2016	8	18	22	21	2.6 	38.84 	125.70 
2016	8	18	17	8	2.1 	38.18 	125.46 
2016	8	17	11	17	2.7 	38.38 	128.08 
2016	8	16	11	57	2.0 	36.76 	128.84 
2016	7	30	1	51	2.3 	33.06 	126.33 
2016	7	14	22	31	2.8 	35.12 	130.24 
2016	7	13	14	13	2.0 	36.80 	128.53 
2016	7	9	13	16	2.6 	38.69 	125.83 
2016	7	9	4	47	2.3 	35.48 	129.97 
2016	7	5	21	24	2.6 	35.51 	129.87 
2016	7	5	20	33	5.0 	35.51 	129.99 
2016	6	25	3	24	2.6 	38.74 	125.86 
2016	6	21	3	23	3.1 	39.49 	126.19 
2016	6	15	2	7	2.6 	35.87 	129.69 
2016	6	13	12	33	2.7 	34.30 	124.68 
2016	6	7	16	6	2.3 	33.05 	126.17 
2016	6	5	10	11	2.2 	36.00 	129.58 
2016	6	3	4	53	3.0 	36.39 	127.92 
2016	5	24	4	52	2.3 	33.61 	125.56 
2016	5	22	1	22	3.5 	40.68 	127.15 
2016	5	12	13	37	2.5 	34.69 	126.80 
2016	5	3	3	29	2.1 	37.12 	129.02 
2016	4	28	10	16	2.6 	35.42 	128.56 
2016	4	27	19	27	2.3 	35.57 	128.34 
2016	4	25	11	42	2.3 	33.51 	125.91 
2016	4	21	15	55	2.7 	33.53 	125.89 
2016	4	21	15	53	2.7 	33.52 	125.92 
2016	4	13	5	28	2.1 	35.92 	127.93 
2016	3	28	14	34	2.9 	35.22 	127.96 
2016	3	27	14	52	2.3 	35.33 	130.04 
2016	3	15	3	38	2.4 	37.59 	129.95 
2016	3	15	3	0	2.7 	36.31 	128.21 
2016	3	5	11	11	3.3 	35.61 	129.82 
2016	3	2	14	4	2.4 	36.36 	127.20 
2016	2	26	18	46	2.2 	33.23 	127.19 
2016	2	24	23	22	2.9 	33.52 	125.92 
2016	2	11	5	57	3.1 	36.21 	127.48 
2016	1	31	3	3	2.0 	36.95 	129.92 
2016	1	25	18	40	2.3 	36.22 	128.69 
2016	1	23	7	14	2.4 	38.42 	126.25 
2016	1	6	20	39	3.0 	36.01 	128.07 
2015	12	22	4	31	3.9 	36.03 	126.96 
2015	12	11	1	25	2.0 	36.90 	126.58 
2015	11	24	14	10	2.4 	35.66 	129.82 
2015	11	24	11	27	3.2 	35.67 	129.82 
2015	11	13	20	4	2.2 	35.80 	129.40 
2015	10	30	15	17	2.6 	35.75 	129.36 
2015	10	26	23	29	2.1 	34.09 	126.85 
2015	10	11	0	55	2.3 	33.26 	127.05 
2015	10	1	14	6	2.1 	35.78 	129.14 
2015	10	1	9	21	2.5 	35.78 	129.14 
2015	9	18	10	12	2.1 	34.70 	128.75 
2015	9	3	4	53	2.9 	33.36 	127.12 
2015	9	1	13	47	2.5 	39.08 	126.53 
2015	8	23	9	19	2.1 	36.37 	129.79 
2015	8	17	16	56	2.5 	37.18 	125.38 
2015	8	12	17	9	2.0 	37.16 	127.52 
2015	8	3	10	11	3.7 	33.26 	127.06 
2015	8	2	3	22	2.1 	37.19 	128.44 
2015	8	1	23	58	2.2 	35.32 	127.45 
2015	7	30	9	39	2.1 	35.18 	128.01 
2015	7	23	4	2	2.6 	33.18 	127.02 
2015	7	20	1	33	2.2 	33.26 	127.21 
2015	7	18	21	15	2.3 	36.07 	128.08 
2015	7	14	14	34	2.5 	33.26 	127.04 
2015	7	8	11	1	2.0 	37.63 	125.86 
2015	7	4	8	49	2.0 	36.32 	128.16 
2015	6	22	12	44	2.2 	36.35 	127.25 
2015	6	22	12	2	2.6 	35.85 	125.00 
2015	6	17	0	55	2.1 	38.40 	125.62 
2015	6	7	20	54	2.6 	33.78 	126.18 
2015	6	2	1	1	2.0 	36.76 	129.98 
2015	4	24	10	14	2.3 	35.88 	129.69 
2015	4	21	2	5	2.1 	35.88 	129.75 
2015	4	15	4	10	2.9 	35.14 	129.93 
2015	4	13	18	2	3.3 	37.18 	125.47 
2015	3	19	16	20	2.4 	36.43 	127.65 
2015	3	19	12	54	2.1 	34.21 	128.29 
2015	3	10	13	10	2.7 	37.36 	125.15 
2015	2	23	4	54	2.7 	32.96 	126.25 
2015	2	19	14	25	2.2 	36.04 	125.02 
2015	2	3	19	54	2.1 	33.61 	127.57 
2015	1	31	5	10	2.2 	36.60 	129.45 
2015	1	8	20	15	3.5 	37.51 	125.63 
2015	1	6	13	6	2.6 	38.43 	126.28 
2014	12	30	15	36	2.6 	35.21 	124.79 
2014	12	24	20	33	2.1 	35.89 	127.33 
2014	12	15	9	8	2.1 	39.09 	126.52 
2014	12	8	5	28	3.3 	34.75 	127.17 
2014	11	15	3	31	2.5 	38.77 	126.36 
2014	11	6	14	48	2.3 	33.34 	125.89 
2014	11	6	4	25	2.5 	37.23 	126.44 
2014	10	28	19	7	2.2 	38.00 	125.34 
2014	10	21	6	33	2.3 	35.21 	129.49 
2014	10	20	21	15	2.2 	33.68 	125.88 
2014	10	19	19	57	2.6 	36.44 	128.19 
2014	10	11	22	11	2.3 	37.73 	129.43 
2014	10	7	1	57	2.9 	33.30 	125.96 
2014	10	1	16	34	2.2 	36.67 	125.45 
2014	9	28	21	32	3.2 	37.24 	126.44 
2014	9	25	2	26	3.8 	35.07 	129.94 
2014	9	23	15	27	3.5 	35.80 	129.41 
2014	9	9	0	24	2.2 	35.68 	129.38 
2014	8	21	22	30	2.7 	33.87 	127.83 
2014	8	18	5	13	2.1 	36.57 	125.64 
2014	8	16	0	51	2.1 	33.59 	126.58 
2014	8	10	18	7	2.4 	38.15 	126.63 
2014	8	5	6	16	2.5 	40.11 	127.20 
2014	8	2	1	32	2.2 	37.40 	127.20 
2014	7	4	6	27	2.2 	34.51 	125.41 
2014	7	4	4	13	2.9 	35.66 	129.78 
2014	7	4	0	11	2.5 	35.65 	129.81 
2014	7	3	22	4	2.6 	35.66 	129.82 
2014	7	3	21	57	3.5 	35.66 	129.76 
2014	6	21	8	29	2.6 	38.77 	125.89 
2014	6	18	9	59	2.1 	35.91 	128.66 
2014	6	8	4	5	2.6 	33.52 	125.96 
2014	6	5	13	29	2.3 	35.97 	128.62 
2014	5	15	8	46	3.4 	33.00 	126.21 
2014	4	26	14	8	2.7 	36.46 	127.93 
2014	4	25	12	14	2.9 	35.97 	128.04 
2014	4	13	14	2	2.9 	36.93 	124.52 
2014	4	12	1	44	2.6 	33.52 	126.90 
2014	4	8	6	19	2.7 	36.96 	124.44 
2014	4	1	9	25	2.3 	36.95 	124.50 
2014	4	1	4	48	5.1 	36.95 	124.50 
2014	3	28	10	40	3.0 	36.47 	127.93 
2014	3	14	12	59	2.5 	39.41 	126.09 
2014	3	11	11	39	2.7 	35.86 	128.47 
2014	2	28	3	20	2.4 	38.74 	125.01 
2014	2	22	20	44	2.6 	38.31 	124.27 
2014	2	21	21	17	2.7 	35.05 	127.75 
2014	2	5	23	6	2.8 	38.26 	124.40 
2014	1	29	6	8	2.2 	36.23 	128.80 
2013	12	19	12	38	2.9 	38.11 	127.11 
2013	12	13	11	40	2.5 	36.10 	129.04 
2013	12	8	16	38	2.8 	33.44 	125.09 
2013	12	4	6	28	2.4 	38.71 	125.69 
2013	12	3	21	0	2.5 	35.64 	128.72 
2013	12	2	20	2	2.8 	38.56 	126.10 
2013	11	26	2	26	2.1 	37.12 	128.11 
2013	11	22	23	29	2.1 	36.99 	126.40 
2013	11	20	21	7	2.1 	38.47 	126.17 
2013	11	16	22	32	2.1 	38.51 	125.66 
2013	11	10	16	28	2.0 	37.66 	124.67 
2013	11	8	21	2	3.0 	36.24 	126.36 
2013	11	8	19	14	2.6 	36.23 	126.36 
2013	10	26	6	47	2.7 	37.96 	124.61 
2013	10	19	0	16	2.0 	35.96 	128.06 
2013	10	11	16	6	3.6 	36.46 	129.61 
2013	10	10	13	8	2.6 	35.36 	128.23 
2013	9	15	13	16	2.3 	36.55 	129.23 
2013	9	14	17	33	2.2 	36.20 	126.16 
2013	9	11	13	0	4.0 	33.56 	125.39 
2013	8	29	8	35	2.5 	38.19 	129.30 
2013	8	13	0	36	3.0 	36.91 	129.44 
2013	8	13	0	1	2.1 	36.92 	129.44 
2013	8	12	4	39	2.3 	35.66 	129.77 
2013	8	12	4	33	3.1 	35.66 	129.75 
2013	8	11	4	19	2.3 	38.48 	126.13 
2013	8	10	12	43	2.6 	35.90 	129.75 
2013	8	7	21	8	2.0 	36.19 	126.08 
2013	8	4	19	58	2.3 	36.20 	126.16 
2013	8	1	17	22	3.1 	36.19 	126.17 
2013	8	1	0	57	2.6 	36.20 	126.16 
2013	7	31	22	30	3.0 	36.20 	126.15 
2013	7	31	20	27	2.2 	36.20 	126.17 
2013	7	31	20	5	2.2 	36.21 	126.17 
2013	7	30	14	57	2.7 	36.21 	126.14 
2013	7	29	10	29	2.7 	36.20 	126.13 
2013	7	28	9	10	2.8 	36.20 	126.14 
2013	7	26	11	23	2.2 	36.19 	126.14 
2013	7	23	16	3	2.7 	36.19 	126.16 
2013	7	15	19	44	2.5 	36.20 	126.15 
2013	7	15	1	39	2.4 	33.05 	125.49 
2013	7	13	2	2	3.5 	36.20 	126.18 
2013	7	1	11	24	3.0 	38.78 	126.36 
2013	6	29	13	32	2.3 	36.20 	126.17 
2013	6	27	19	33	2.5 	36.20 	126.14 
2013	6	24	18	26	2.1 	38.04 	129.75 
2013	6	24	5	28	2.3 	36.20 	126.17 
2013	6	22	11	18	2.3 	36.23 	126.11 
2013	6	22	10	37	2.8 	36.19 	126.16 
2013	6	22	3	51	2.3 	36.20 	126.16 
2013	6	21	21	55	2.4 	36.20 	126.15 
2013	6	21	16	29	2.2 	36.19 	126.14 
2013	6	20	12	35	2.4 	39.23 	125.95 
2013	6	19	16	2	2.6 	36.19 	126.16 
2013	6	19	1	52	2.3 	36.20 	126.16 
2013	6	18	2	31	2.3 	36.21 	126.18 
2013	6	17	20	31	2.3 	36.20 	126.16 
2013	6	16	22	12	2.5 	36.20 	126.16 
2013	6	16	19	47	2.1 	36.19 	126.15 
2013	6	10	14	1	2.1 	37.71 	124.70 
2013	6	8	5	56	2.7 	35.13 	126.96 
2013	6	5	12	34	2.3 	36.19 	126.18 
2013	5	22	23	25	2.1 	38.75 	128.81 
2013	5	21	16	17	3.7 	37.66 	124.71 
2013	5	19	5	27	2.3 	37.73 	124.74 
2013	5	18	16	18	2.1 	37.67 	124.62 
2013	5	18	14	9	2.6 	37.71 	124.68 
2013	5	18	11	45	3.9 	37.67 	124.61 
2013	5	18	9	32	2.5 	37.64 	124.57 
2013	5	18	9	13	2.4 	37.67 	124.62 
2013	5	18	7	54	2.4 	37.75 	124.77 
